target,best_score,batch_size,mutation_rate
51393,51393,320,0.0
53330,53270,320,0.0
15470,15470,320,0.0
34572,34572,320,0.0
25628,25007,320,0.0
38667,38667,320,0.01
44321,44071,320,0.01
48073,48073,320,0.01
49784,49784,320,0.01
35770,35723,320,0.01
45176,45176,320,0.01
47153,47153,320,0.01
50428,50428,320,0.01
39180,39021,320,0.01
41567,41567,320,0.01
13813,13813,320,0.01
33621,33266,320,0.01
43222,43222,320,0.01
43182,43182,320,0.01
45967,45967,320,0.01
46847,46847,320,0.01
25679,25645,320,0.01
59121,59121,320,0.01
43413,43413,320,0.01
37444,37126,320,0.01
50757,50757,320,0.01
47488,47488,320,0.01
45571,45452,320,0.01
40704,40704,320,0.01
18186,18186,320,0.01
41596,41596,320,0.01
55841,55841,320,0.01
38758,38758,320,0.01
31840,31669,320,0.01
43131,43017,320,0.01
43208,43208,320,0.01
50742,50742,320,0.01
45119,45119,320,0.01
39321,39321,320,0.01
53207,53207,320,0.01
46883,46883,320,0.01
33666,33666,320,0.01
50603,50603,320,0.01
43343,43343,320,0.01
18007,18007,320,0.01
27772,27680,320,0.01
52258,52258,320,0.01
55122,55122,320,0.01
51393,51393,320,0.01
56332,56332,320,0.01
19901,19901,320,0.01
53330,53330,320,0.01
15470,15470,320,0.01
34572,34572,320,0.01
25628,25505,320,0.01
38667,38667,320,0.02
44321,43699,320,0.02
48073,48073,320,0.02
49784,49784,320,0.02
35770,35305,320,0.02
45176,44820,320,0.02
50428,50278,320,0.02
47153,47153,320,0.02
39180,38911,320,0.02
41567,41480,320,0.02
13813,13680,320,0.02
33621,33224,320,0.02
43182,43182,320,0.02
46847,46847,320,0.02
45967,45810,320,0.02
43222,42858,320,0.02
59121,59121,320,0.02
25679,25404,320,0.02
43413,43413,320,0.02
37444,36981,320,0.02
47488,47488,320,0.02
40704,40210,320,0.02
50757,50757,320,0.02
45571,45207,320,0.02
18186,18186,320,0.02
41596,41057,320,0.02
55841,55841,320,0.02
43131,42991,320,0.02
38758,38532,320,0.02
31840,31486,320,0.02
43208,43208,320,0.02
50742,50742,320,0.02
45119,45119,320,0.02
53207,53207,320,0.02
39321,39219,320,0.02
46883,46883,320,0.02
33666,33559,320,0.02
50603,50491,320,0.02
43343,43256,320,0.02
18007,18007,320,0.02
27772,27300,320,0.02
55122,55122,320,0.02
52258,52258,320,0.02
51393,51393,320,0.02
56332,56332,320,0.02
19901,19901,320,0.02
53330,53330,320,0.02
15470,15470,320,0.02
25628,25505,320,0.02
34572,34572,320,0.02
38667,37175,320,0.04
44321,42853,320,0.04
48073,46979,320,0.04
35770,33136,320,0.04
49784,49767,320,0.04
45176,43862,320,0.04
50428,49936,320,0.04
47153,47153,320,0.04
39180,37662,320,0.04
13813,13542,320,0.04
41567,40487,320,0.04
33621,31795,320,0.04
43182,40593,320,0.04
45967,45465,320,0.04
43222,42212,320,0.04
46847,44990,320,0.04
25679,23976,320,0.04
59121,58630,320,0.04
43413,43306,320,0.04
37444,35715,320,0.04
47488,47346,320,0.04
50757,50043,320,0.04
40704,40087,320,0.04
45571,44166,320,0.04
18186,18186,320,0.04
41596,40925,320,0.04
55841,55651,320,0.04
31840,30351,320,0.04
43131,42861,320,0.04
38758,37219,320,0.04
43208,42814,320,0.04
50742,50627,320,0.04
45119,45119,320,0.04
53207,53158,320,0.04
39321,38494,320,0.04
46883,46883,320,0.04
33666,32831,320,0.04
50603,50075,320,0.04
43343,43192,320,0.04
18007,18007,320,0.04
27772,26826,320,0.04
52258,52258,320,0.04
55122,54184,320,0.04
51393,51393,320,0.04
19901,19643,320,0.04
56332,56332,320,0.04
53330,52496,320,0.04
34572,33984,320,0.04
15470,15470,320,0.04
25628,24960,320,0.04
38667,36380,320,0.08
44321,41382,320,0.08
48073,46013,320,0.08
49784,49563,320,0.08
35770,32952,320,0.08
45176,42526,320,0.08
47153,47153,320,0.08
50428,46943,320,0.08
41567,39735,320,0.08
39180,36018,320,0.08
13813,13252,320,0.08
33621,31543,320,0.08
43182,40156,320,0.08
45967,44243,320,0.08
43222,39924,320,0.08
46847,46075,320,0.08
59121,55956,320,0.08
25679,24329,320,0.08
43413,43071,320,0.08
37444,34880,320,0.08
47488,46243,320,0.08
50757,47469,320,0.08
40704,39477,320,0.08
45571,42481,320,0.08
18186,18186,320,0.08
41596,38615,320,0.08
55841,55502,320,0.08
31840,29261,320,0.08
43131,39166,320,0.08
38758,37491,320,0.08
43208,42416,320,0.08
50742,50014,320,0.08
45119,43830,320,0.08
53207,51967,320,0.08
39321,36547,320,0.08
46883,46883,320,0.08
33666,31576,320,0.08
50603,49389,320,0.08
43343,41266,320,0.08
18007,17604,320,0.08
52258,51014,320,0.08
27772,26167,320,0.08
55122,54107,320,0.08
56332,56125,320,0.08
51393,50809,320,0.08
19901,19901,320,0.08
53330,51405,320,0.08
15470,15373,320,0.08
34572,32673,320,0.08
25628,24837,320,0.08
44321,38936,320,0.16
38667,35357,320,0.16
48073,45756,320,0.16
49784,49659,320,0.16
35770,31746,320,0.16
45176,40593,320,0.16
50428,44575,320,0.16
47153,47153,320,0.16
39180,35080,320,0.16
41567,37731,320,0.16
13813,12426,320,0.16
33621,29351,320,0.16
43182,38675,320,0.16
45967,43803,320,0.16
43222,38174,320,0.16
46847,43433,320,0.16
59121,54289,320,0.16
25679,23671,320,0.16
43413,42676,320,0.16
37444,33801,320,0.16
47488,45431,320,0.16
50757,48398,320,0.16
40704,36046,320,0.16
45571,41536,320,0.16
18186,17804,320,0.16
41596,37537,320,0.16
55841,54757,320,0.16
31840,29598,320,0.16
43131,38992,320,0.16
38758,34631,320,0.16
43208,41449,320,0.16
45119,42889,320,0.16
50742,49722,320,0.16
53207,51478,320,0.16
39321,35410,320,0.16
46883,46883,320,0.16
33666,31271,320,0.16
50603,50170,320,0.16
43343,39502,320,0.16
18007,17576,320,0.16
52258,51493,320,0.16
27772,25973,320,0.16
55122,53504,320,0.16
51393,50048,320,0.16
56332,56332,320,0.16
19901,19613,320,0.16
53330,52115,320,0.16
15470,13869,320,0.16
34572,31477,320,0.16
25628,23852,320,0.16
38667,33795,320,0.32
44321,39077,320,0.32
48073,45832,320,0.32
49784,49784,320,0.32
35770,31015,320,0.32
45176,39358,320,0.32
50428,44234,320,0.32
47153,47153,320,0.32
39180,33791,320,0.32
13813,9673,320,0.32
41567,37931,320,0.32
33621,29673,320,0.32
43182,37932,320,0.32
45967,44333,320,0.32
43222,37705,320,0.32
46847,42022,320,0.32
59121,54212,320,0.32
25679,23313,320,0.32
43413,42779,320,0.32
37444,32310,320,0.32
47488,45577,320,0.32
50757,46373,320,0.32
40704,35748,320,0.32
18186,12247,320,0.32
45571,40006,320,0.32
41596,37314,320,0.32
55841,55030,320,0.32
31840,28195,320,0.32
43131,37898,320,0.32
38758,33991,320,0.32
50742,50285,320,0.32
43208,42301,320,0.32
45119,44131,320,0.32
53207,51446,320,0.32
39321,33429,320,0.32
46883,46883,320,0.32
33666,29537,320,0.32
50603,49760,320,0.32
43343,39040,320,0.32
18007,13058,320,0.32
52258,51438,320,0.32
27772,24542,320,0.32
55122,54638,320,0.32
51393,49832,320,0.32
19901,10412,320,0.32
56332,55881,320,0.32
53330,50960,320,0.32
15470,12487,320,0.32
34572,32430,320,0.32
25628,22122,320,0.32
38667,38667,640,0.0
44321,44065,640,0.0
48073,48073,640,0.0
35770,34858,640,0.0
49784,49784,640,0.0
45176,44583,640,0.0
50428,50261,640,0.0
47153,47153,640,0.0
39180,38340,640,0.0
41567,41473,640,0.0
13813,13680,640,0.0
33621,32265,640,0.0
43182,42586,640,0.0
45967,45810,640,0.0
43222,42575,640,0.0
46847,46808,640,0.0
59121,59121,640,0.0
25679,24996,640,0.0
43413,43384,640,0.0
37444,36160,640,0.0
47488,47488,640,0.0
50757,50047,640,0.0
45571,44881,640,0.0
40704,39598,640,0.0
18186,17839,640,0.0
41596,41558,640,0.0
55841,55823,640,0.0
31840,30920,640,0.0
43131,42445,640,0.0
38758,38034,640,0.0
43208,43088,640,0.0
50742,50742,640,0.0
45119,45119,640,0.0
53207,53161,640,0.0
39321,38238,640,0.0
46883,46883,640,0.0
33666,33017,640,0.0
50603,50603,640,0.0
43343,43343,640,0.0
18007,18007,640,0.0
52258,52258,640,0.0
27772,27450,640,0.0
55122,55004,640,0.0
51393,51393,640,0.0
19901,19643,640,0.0
56332,56332,640,0.0
53330,53270,640,0.0
15470,15470,640,0.0
34572,34335,640,0.0
25628,24898,640,0.0
38667,38114,640,0.01
44321,43066,640,0.01
48073,48060,640,0.01
49784,49784,640,0.01
35770,34586,640,0.01
45176,43861,640,0.01
50428,50278,640,0.01
39180,38210,640,0.01
47153,47153,640,0.01
41567,40848,640,0.01
13813,13813,640,0.01
33621,32576,640,0.01
43182,41616,640,0.01
45967,45741,640,0.01
43222,42123,640,0.01
46847,46409,640,0.01
59121,58226,640,0.01
25679,25146,640,0.01
43413,43413,640,0.01
37444,35921,640,0.01
47488,47488,640,0.01
40704,39625,640,0.01
50757,50757,640,0.01
18186,18186,640,0.01
45571,45288,640,0.01
41596,40638,640,0.01
55841,55841,640,0.01
31840,31156,640,0.01
43131,42869,640,0.01
38758,37743,640,0.01
50742,50742,640,0.01
43208,43208,640,0.01
45119,44832,640,0.01
53207,53207,640,0.01
39321,38816,640,0.01
46883,46883,640,0.01
33666,33396,640,0.01
50603,50603,640,0.01
43343,43092,640,0.01
18007,18007,640,0.01
52258,52258,640,0.01
27772,26698,640,0.01
51393,51393,640,0.01
55122,55122,640,0.01
56332,56332,640,0.01
19901,19643,640,0.01
53330,53023,640,0.01
15470,15470,640,0.01
34572,33439,640,0.01
38667,37087,640,0.02
25628,24898,640,0.01
44321,42663,640,0.02
48073,48073,640,0.02
49784,49784,640,0.02
35770,33094,640,0.02
45176,42644,640,0.02
50428,49379,640,0.02
47153,47153,640,0.02
39180,37799,640,0.02
41567,40949,640,0.02
33621,32296,640,0.02
13813,13680,640,0.02
43182,40944,640,0.02
45967,45786,640,0.02
43222,41561,640,0.02
59121,57886,640,0.02
46847,45604,640,0.02
43413,43413,640,0.02
25679,24974,640,0.02
37444,35196,640,0.02
50757,49777,640,0.02
47488,47346,640,0.02
40704,38548,640,0.02
45571,43355,640,0.02
18186,18001,640,0.02
41596,39564,640,0.02
55841,55486,640,0.02
43131,40934,640,0.02
31840,30711,640,0.02
38758,37610,640,0.02
43208,43208,640,0.02
50742,50742,640,0.02
45119,44753,640,0.02
53207,53158,640,0.02
39321,37412,640,0.02
46883,46883,640,0.02
33666,32502,640,0.02
50603,50603,640,0.02
43343,42767,640,0.02
18007,17826,640,0.02
52258,52258,640,0.02
27772,26584,640,0.02
55122,54684,640,0.02
51393,51393,640,0.02
56332,56332,640,0.02
19901,19901,640,0.02
53330,53330,640,0.02
15470,15470,640,0.02
34572,33399,640,0.02
25628,24113,640,0.02
38667,36813,640,0.04
44321,41781,640,0.04
48073,47137,640,0.04
49784,49784,640,0.04
35770,33769,640,0.04
45176,42429,640,0.04
50428,48087,640,0.04
47153,47153,640,0.04
39180,36373,640,0.04
41567,40393,640,0.04
13813,13409,640,0.04
33621,31578,640,0.04
43182,40808,640,0.04
45967,45688,640,0.04
43222,41697,640,0.04
46847,46251,640,0.04
59121,56467,640,0.04
25679,24601,640,0.04
43413,43224,640,0.04
37444,35231,640,0.04
47488,46948,640,0.04
50757,49506,640,0.04
40704,38912,640,0.04
45571,43436,640,0.04
18186,18186,640,0.04
41596,38826,640,0.04
55841,55258,640,0.04
31840,30945,640,0.04
43131,41275,640,0.04
38758,37460,640,0.04
43208,42819,640,0.04
50742,50456,640,0.04
45119,44453,640,0.04
39321,37009,640,0.04
53207,52577,640,0.04
46883,46883,640,0.04
33666,32588,640,0.04
50603,49971,640,0.04
43343,42579,640,0.04
18007,17826,640,0.04
52258,51921,640,0.04
27772,25964,640,0.04
55122,54600,640,0.04
51393,50698,640,0.04
56332,56332,640,0.04
19901,19534,640,0.04
53330,52436,640,0.04
15470,15310,640,0.04
34572,33396,640,0.04
25628,24344,640,0.04
38667,36171,640,0.08
44321,40521,640,0.08
48073,47222,640,0.08
49784,49784,640,0.08
45176,41492,640,0.08
35770,32343,640,0.08
50428,47088,640,0.08
47153,47153,640,0.08
39180,38152,640,0.08
41567,38629,640,0.08
13813,13582,640,0.08
33621,30514,640,0.08
43182,39940,640,0.08
45967,44346,640,0.08
43222,39719,640,0.08
46847,44210,640,0.08
59121,57194,640,0.08
25679,23596,640,0.08
43413,43367,640,0.08
37444,34272,640,0.08
47488,46491,640,0.08
50757,48334,640,0.08
40704,37172,640,0.08
45571,41161,640,0.08
18186,17996,640,0.08
41596,39999,640,0.08
55841,54896,640,0.08
31840,29629,640,0.08
43131,39820,640,0.08
38758,36973,640,0.08
43208,42329,640,0.08
50742,49905,640,0.08
45119,43977,640,0.08
53207,53158,640,0.08
39321,35997,640,0.08
46883,46883,640,0.08
33666,31277,640,0.08
50603,50105,640,0.08
43343,41342,640,0.08
18007,18007,640,0.08
52258,51621,640,0.08
27772,25430,640,0.08
55122,53968,640,0.08
51393,51301,640,0.08
56332,56332,640,0.08
19901,19643,640,0.08
53330,51662,640,0.08
15470,15051,640,0.08
34572,31514,640,0.08
25628,23522,640,0.08
38667,34923,640,0.16
44321,39902,640,0.16
48073,45833,640,0.16
49784,49784,640,0.16
35770,32192,640,0.16
45176,40698,640,0.16
50428,45386,640,0.16
47153,47153,640,0.16
39180,34893,640,0.16
13813,13073,640,0.16
41567,38088,640,0.16
33621,28987,640,0.16
43182,37805,640,0.16
45967,44543,640,0.16
43222,37973,640,0.16
46847,43036,640,0.16
59121,55876,640,0.16
25679,23312,640,0.16
43413,43237,640,0.16
37444,32873,640,0.16
47488,45768,640,0.16
50757,47672,640,0.16
40704,38432,640,0.16
45571,39837,640,0.16
18186,16168,640,0.16
41596,37577,640,0.16
55841,55823,640,0.16
31840,28789,640,0.16
43131,37463,640,0.16
38758,35724,640,0.16
43208,42461,640,0.16
50742,50277,640,0.16
45119,44191,640,0.16
53207,51843,640,0.16
39321,34276,640,0.16
33666,29848,640,0.16
46883,46883,640,0.16
43343,39806,640,0.16
50603,49610,640,0.16
18007,16845,640,0.16
52258,51970,640,0.16
27772,25109,640,0.16
55122,54118,640,0.16
51393,50783,640,0.16
19901,17100,640,0.16
56332,56332,640,0.16
53330,51606,640,0.16
15470,13703,640,0.16
34572,32382,640,0.16
25628,24305,640,0.16
38667,35181,640,0.32
48073,45548,640,0.32
44321,39111,640,0.32
49784,49784,640,0.32
35770,30510,640,0.32
45176,38511,640,0.32
50428,45199,640,0.32
47153,47153,640,0.32
39180,34892,640,0.32
41567,37637,640,0.32
13813,8752,640,0.32
33621,29598,640,0.32
43182,37083,640,0.32
45967,44749,640,0.32
43222,38721,640,0.32
46847,42914,640,0.32
59121,54656,640,0.32
25679,22529,640,0.32
43413,43074,640,0.32
37444,33877,640,0.32
47488,45890,640,0.32
50757,46041,640,0.32
40704,36136,640,0.32
45571,38283,640,0.32
41596,36205,640,0.32
18186,12125,640,0.32
55841,55513,640,0.32
31840,27024,640,0.32
43131,36609,640,0.32
38758,34506,640,0.32
43208,42065,640,0.32
50742,50456,640,0.32
45119,42985,640,0.32
39321,33070,640,0.32
53207,52041,640,0.32
46883,46883,640,0.32
33666,29880,640,0.32
50603,49707,640,0.32
18007,11921,640,0.32
43343,38315,640,0.32
52258,52101,640,0.32
27772,24443,640,0.32
55122,53985,640,0.32
51393,50835,640,0.32
56332,56332,640,0.32
19901,11622,640,0.32
53330,52574,640,0.32
15470,12225,640,0.32
34572,31757,640,0.32
25628,21270,640,0.32
38667,36040,1280,0.0
44321,42479,1280,0.0
48073,47848,1280,0.0
49784,49784,1280,0.0
35770,31669,1280,0.0
45176,41861,1280,0.0
50428,48173,1280,0.0
47153,47153,1280,0.0
39180,36749,1280,0.0
13813,13582,1280,0.0
41567,40039,1280,0.0
33621,29893,1280,0.0
43182,40784,1280,0.0
45967,45613,1280,0.0
43222,41997,1280,0.0
46847,45622,1280,0.0
59121,57008,1280,0.0
25679,23424,1280,0.0
43413,43384,1280,0.0
37444,36069,1280,0.0
47488,47154,1280,0.0
50757,49704,1280,0.0
40704,36789,1280,0.0
18186,15011,1280,0.0
45571,40538,1280,0.0
41596,38654,1280,0.0
55841,55552,1280,0.0
31840,27967,1280,0.0
43131,40970,1280,0.0
38758,34900,1280,0.0
43208,42934,1280,0.0
50742,50557,1280,0.0
45119,44619,1280,0.0
39321,34537,1280,0.0
53207,53158,1280,0.0
46883,46883,1280,0.0
33666,31242,1280,0.0
43343,41636,1280,0.0
50603,50411,1280,0.0
18007,15295,1280,0.0
27772,25022,1280,0.0
52258,52094,1280,0.0
55122,55122,1280,0.0
51393,51301,1280,0.0
19901,16461,1280,0.0
56332,56332,1280,0.0
53330,52026,1280,0.0
15470,13121,1280,0.0
34572,29099,1280,0.0
25628,21381,1280,0.0
38667,36315,1280,0.01
44321,41902,1280,0.01
48073,47806,1280,0.01
49784,49784,1280,0.01
35770,30270,1280,0.01
45176,40795,1280,0.01
50428,48817,1280,0.01
47153,47153,1280,0.01
39180,35474,1280,0.01
41567,39243,1280,0.01
13813,13252,1280,0.01
33621,31020,1280,0.01
43182,39565,1280,0.01
45967,45810,1280,0.01
43222,40524,1280,0.01
59121,57439,1280,0.01
46847,45004,1280,0.01
25679,22825,1280,0.01
43413,43315,1280,0.01
37444,34625,1280,0.01
47488,47410,1280,0.01
50757,48998,1280,0.01
45571,41261,1280,0.01
18186,16471,1280,0.01
40704,38693,1280,0.01
41596,38284,1280,0.01
55841,55635,1280,0.01
31840,28932,1280,0.01
43131,39782,1280,0.01
38758,35606,1280,0.01
43208,43088,1280,0.01
50742,50742,1280,0.01
45119,44314,1280,0.01
53207,53207,1280,0.01
39321,36861,1280,0.01
46883,46883,1280,0.01
33666,31253,1280,0.01
43343,41280,1280,0.01
50603,50201,1280,0.01
18007,15951,1280,0.01
52258,52258,1280,0.01
27772,25710,1280,0.01
55122,54629,1280,0.01
51393,51393,1280,0.01
19901,19623,1280,0.01
56332,56332,1280,0.01
53330,52823,1280,0.01
15470,14635,1280,0.01
34572,32186,1280,0.01
25628,22731,1280,0.01
44321,41765,1280,0.02
38667,36554,1280,0.02
48073,47397,1280,0.02
49784,49784,1280,0.02
35770,31024,1280,0.02
45176,42755,1280,0.02
50428,47440,1280,0.02
39180,36189,1280,0.02
47153,47153,1280,0.02
41567,38955,1280,0.02
13813,13582,1280,0.02
33621,30860,1280,0.02
43182,37508,1280,0.02
46847,45032,1280,0.02
45967,45301,1280,0.02
43222,41230,1280,0.02
25679,22471,1280,0.02
59121,55252,1280,0.02
43413,43367,1280,0.02
37444,32167,1280,0.02
50757,49217,1280,0.02
18186,16593,1280,0.02
45571,39131,1280,0.02
40704,37467,1280,0.02
47488,47115,1280,0.02
41596,36346,1280,0.02
31840,28063,1280,0.02
55841,55513,1280,0.02
38758,36180,1280,0.02
43208,42439,1280,0.02
43131,38124,1280,0.02
50742,50742,1280,0.02
45119,44121,1280,0.02
39321,34089,1280,0.02
46883,46883,1280,0.02
33666,30926,1280,0.02
53207,53161,1280,0.02
50603,50491,1280,0.02
43343,41632,1280,0.02
18007,16481,1280,0.02
52258,52079,1280,0.02
27772,25616,1280,0.02
55122,54515,1280,0.02
51393,51393,1280,0.02
19901,18469,1280,0.02
56332,56332,1280,0.02
53330,52502,1280,0.02
15470,15373,1280,0.02
25628,21577,1280,0.02
34572,31510,1280,0.02
38667,36810,1280,0.04
44321,40732,1280,0.04
48073,47515,1280,0.04
49784,49784,1280,0.04
35770,30846,1280,0.04
45176,40229,1280,0.04
50428,47655,1280,0.04
47153,47153,1280,0.04
41567,38945,1280,0.04
39180,36368,1280,0.04
13813,12886,1280,0.04
33621,29168,1280,0.04
43182,37769,1280,0.04
46847,44590,1280,0.04
45967,45081,1280,0.04
43222,39316,1280,0.04
59121,56013,1280,0.04
25679,22195,1280,0.04
43413,43237,1280,0.04
37444,33369,1280,0.04
47488,47064,1280,0.04
45571,40113,1280,0.04
40704,36186,1280,0.04
50757,48717,1280,0.04
18186,15450,1280,0.04
55841,55823,1280,0.04
41596,37690,1280,0.04
31840,28221,1280,0.04
43131,38870,1280,0.04
38758,35234,1280,0.04
43208,42477,1280,0.04
50742,50356,1280,0.04
45119,44312,1280,0.04
53207,53158,1280,0.04
39321,35908,1280,0.04
33666,30630,1280,0.04
46883,46883,1280,0.04
50603,49899,1280,0.04
43343,40477,1280,0.04
18007,15945,1280,0.04
52258,52079,1280,0.04
27772,25182,1280,0.04
55122,55122,1280,0.04
51393,50896,1280,0.04
56332,56186,1280,0.04
19901,17847,1280,0.04
53330,52324,1280,0.04
15470,13661,1280,0.04
34572,30352,1280,0.04
25628,23797,1280,0.04
38667,36838,1280,0.08
44321,39710,1280,0.08
48073,46455,1280,0.08
49784,49784,1280,0.08
35770,30284,1280,0.08
45176,40102,1280,0.08
50428,45591,1280,0.08
47153,47153,1280,0.08
39180,34211,1280,0.08
41567,39353,1280,0.08
13813,12479,1280,0.08
33621,28578,1280,0.08
43182,37403,1280,0.08
45967,44190,1280,0.08
43222,39324,1280,0.08
46847,44063,1280,0.08
59121,56355,1280,0.08
25679,22436,1280,0.08
37444,34507,1280,0.08
43413,42745,1280,0.08
47488,47050,1280,0.08
50757,48170,1280,0.08
40704,36675,1280,0.08
45571,40074,1280,0.08
18186,17996,1280,0.08
41596,36919,1280,0.08
55841,54855,1280,0.08
31840,28361,1280,0.08
43131,37972,1280,0.08
38758,36700,1280,0.08
43208,42483,1280,0.08
50742,50627,1280,0.08
53207,52290,1280,0.08
45119,43809,1280,0.08
39321,35293,1280,0.08
46883,46883,1280,0.08
33666,30208,1280,0.08
50603,49878,1280,0.08
43343,40694,1280,0.08
18007,17186,1280,0.08
52258,52079,1280,0.08
55122,53994,1280,0.08
27772,25255,1280,0.08
51393,51158,1280,0.08
56332,56332,1280,0.08
19901,19022,1280,0.08
53330,52175,1280,0.08
15470,13965,1280,0.08
25628,22626,1280,0.08
34572,30468,1280,0.08
38667,35426,1280,0.16
44321,39588,1280,0.16
48073,46611,1280,0.16
49784,49784,1280,0.16
35770,29828,1280,0.16
50428,47278,1280,0.16
45176,41560,1280,0.16
39180,35304,1280,0.16
47153,47153,1280,0.16
13813,13086,1280,0.16
41567,38484,1280,0.16
33621,31208,1280,0.16
43182,37721,1280,0.16
45967,44769,1280,0.16
43222,38064,1280,0.16
46847,43617,1280,0.16
59121,57532,1280,0.16
25679,23077,1280,0.16
43413,43071,1280,0.16
37444,34306,1280,0.16
47488,47075,1280,0.16
40704,36180,1280,0.16
50757,46878,1280,0.16
45571,40999,1280,0.16
18186,16085,1280,0.16
41596,36470,1280,0.16
55841,55823,1280,0.16
31840,28383,1280,0.16
43131,39763,1280,0.16
38758,34992,1280,0.16
45119,43540,1280,0.16
43208,42671,1280,0.16
50742,50627,1280,0.16
53207,52117,1280,0.16
39321,34025,1280,0.16
33666,30570,1280,0.16
46883,46883,1280,0.16
43343,39760,1280,0.16
50603,49760,1280,0.16
18007,15279,1280,0.16
52258,51371,1280,0.16
27772,24786,1280,0.16
55122,54587,1280,0.16
51393,51158,1280,0.16
19901,16189,1280,0.16
15470,12298,1280,0.16
56332,56332,1280,0.16
53330,52209,1280,0.16
34572,30888,1280,0.16
25628,22812,1280,0.16
38667,36345,1280,0.32
44321,39325,1280,0.32
48073,47084,1280,0.32
49784,49784,1280,0.32
35770,30400,1280,0.32
45176,39376,1280,0.32
50428,48448,1280,0.32
47153,47153,1280,0.32
39180,33353,1280,0.32
41567,37133,1280,0.32
33621,30419,1280,0.32
13813,10059,1280,0.32
43182,37858,1280,0.32
45967,44140,1280,0.32
43222,38700,1280,0.32
46847,42826,1280,0.32
59121,55889,1280,0.32
25679,20983,1280,0.32
43413,43020,1280,0.32
37444,32513,1280,0.32
47488,46819,1280,0.32
50757,47088,1280,0.32
40704,35571,1280,0.32
18186,9931,1280,0.32
45571,38655,1280,0.32
41596,36960,1280,0.32
55841,54840,1280,0.32
31840,27852,1280,0.32
43131,36263,1280,0.32
38758,33632,1280,0.32
43208,42894,1280,0.32
50742,50571,1280,0.32
45119,43380,1280,0.32
53207,52498,1280,0.32
39321,33027,1280,0.32
46883,46883,1280,0.32
33666,29188,1280,0.32
18007,13045,1280,0.32
43343,40413,1280,0.32
50603,49723,1280,0.32
27772,24024,1280,0.32
52258,51992,1280,0.32
55122,53988,1280,0.32
51393,50741,1280,0.32
19901,12114,1280,0.32
53330,52447,1280,0.32
56332,55881,1280,0.32
15470,11685,1280,0.32
34572,30809,1280,0.32
25628,23124,1280,0.32
